record_id,institution_name,institution_id,subject_name,subject_id,restriction_type,start_date,end_date,prohibited_transactions,start_year,duration_days
15369,OKROŽNO SODIŠČE V CELJU,5024161000,"Odvetniška družba Pelko in Kovač, o.p., d.o.o.",7252188000,poslovnega subjekta,2017-03-13,,196,2017,
12714,SPECIALIZIRANO DRŽAVNO TOŽILSTVO REPUBLIKE SLOVENIJE,2399318000,"LOTIQUE, proizvodnja in prodaja kozmetičnih izdelkov, d.o.o. - v stečaju",7254717000,poslovnega subjekta,2017-03-16,,0,2017,
13598,OBČINA KOČEVJE,5874238000,LEKARNA KOČEVJE,5053749000,poslovnega subjekta,2017-04-05,,34,2017,
10930,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,Kmetijsko gospodarstvo CVETKO ZUPANČIČ,,kmetijskega gospodarstva,2017-04-12,,0,2017,
14593,OKROŽNO SODIŠČE V MURSKI SOBOTI,5023149000,MF MIZARSTVO FILIPIČ d.o.o.,7296541000,poslovnega subjekta,2017-05-26,,0,2017,
13407,DRŽAVNO ODVETNIŠTVO REPUBLIKE SLOVENIJE,5022797000,"BARVA-LESK zaključna gradbena dela, d.o.o.",5996716000,poslovnega subjekta,2017-06-01,,0,2017,
13425,DRŽAVNO ODVETNIŠTVO REPUBLIKE SLOVENIJE,5022797000,ITD TRADE trgovsko podjetje d.o.o,5553601000,poslovnega subjekta,2017-06-12,,0,2017,
10853,DRŽAVNA VOLILNA KOMISIJA,5525098000,"Odvetniška družba Gaberščik, o.p., d.o.o.",3682013000,poslovnega subjekta,2017-06-29,,0,2017,
12761,OBČINA ANKARAN,2482851000,"AIDA - Trgovina in inženiring, d.o.o. Ankaran",5469899000,poslovnega subjekta,2017-07-06,,0,2017,
11792,URAD VLADE REPUBLIKE SLOVENIJE ZA SLOVENCE V ZAMEJSTVU IN PO SVETU,1991892000,"T-FIT, Usposabljanje na področju športa,Tomaž Pivec s.p.",6474110000,poslovnega subjekta,2017-07-14,,0,2017,
15960,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,DIALOGICUM CGP Center za dialog in politike,6377033000,poslovnega subjekta,2017-07-17,,0,2017,
15958,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,DRUŠTVO MEDIATORJEV SLOVENIJE,2217775000,poslovnega subjekta,2017-07-17,2025-03-20,0,2017,2803.0
10927,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,"POSLOVNO SVETOVANJE, IGOR VELOV S.P.",8023077000,poslovnega subjekta,2017-08-01,,0,2017,
10822,OBČINA DOBROVNIK,1332198000,,,poslovnega subjekta,2017-08-21,,0,2017,
10594,OSNOVNA ŠOLA PRULE,5084164000,OSNOVNA ŠOLA PRULE,5084164000,poslovnega subjekta,2017-09-01,,112,2017,
12720,SPECIALIZIRANO DRŽAVNO TOŽILSTVO REPUBLIKE SLOVENIJE,2399318000,"Oddajanje lastnih nepremičnin v najem, Simona Bauman s.p.",8460469000,poslovnega subjekta,2017-10-04,,0,2017,
10635,UPRAVNO SODIŠČE REPUBLIKE SLOVENIJE,1190989000,"LONG PLAY, tehnično projektiranje in svetovanje, Daniel Aleksander Trontelj s.p.",8079153000,poslovnega subjekta,2017-10-31,,0,2017,
10938,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,ZVEZA BORCEV ZA VREDNOTE NARODNOOSVOBODILNEGA BOJA VELENJE,5912601000,poslovnega subjekta,2017-12-06,,0,2017,
10944,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,MR. FIT športni inženiring d.o.o.,5375380000,poslovnega subjekta,2017-12-12,,0,2017,
10943,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,"ŠPORTNO DRUŠTVO NARODNI DOM, LJUBLJANA",5014891000,poslovnega subjekta,2017-12-12,,0,2017,
10947,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,"ZDRUŽENJE DELODAJALCEV SLOVENIJE Gospodarsko interesno združenje, Dimičeva 9, Ljubljana",5848105000,poslovnega subjekta,2017-12-12,,0,2017,
10942,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,"ŠPORTNA UNIJA SLOVENIJE - ZVEZA DRUŠTEV ZA ŠPORTNO REKREACIJO, ŠPORTNO VZGOJO IN ZDRAV ŽIVLJENJSKI SLOG",5014565000,poslovnega subjekta,2017-12-12,,0,2017,
10926,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,KASTELO storitve in svetovanje d.o.o.,3312135000,poslovnega subjekta,2017-12-12,,0,2017,
10877,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,"DOM DVA TOPOLA d.o.o., Invalidsko podjetje za usposabljanje in zaposlovanje invalidov",5504481000,poslovnega subjekta,2017-12-12,,0,2017,
10876,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,BIROGRAFIKA BORI Invalidsko podjetje za usposabljanje in zaposlovanje invalidov d.o.o.,5183472000,poslovnega subjekta,2017-12-12,,0,2017,
10973,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,POTOČAN BOJANA - ODVETNICA,1298135000,poslovnega subjekta,2017-12-12,,0,2017,
10873,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,"RADON, družba za opravljanje kozmetičnih storitev, d.o.o. - v stečaju",5526868000,poslovnega subjekta,2017-12-12,,0,2017,
10921,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,"PB svetovanje, izobraževanje Peter Požun s.p.",3484734000,poslovnega subjekta,2017-12-12,,0,2017,
10974,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,"IGIKON, projektiva in svetovanje d.o.o.",2276283000,poslovnega subjekta,2017-12-12,,0,2017,
10946,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,"SIMBIO, družba za ravnanje z odpadki d.o.o.",5914523000,poslovnega subjekta,2017-12-12,,0,2017,
10868,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,"LABAPO, storitve najema in druge poslovne storitve, Laura Ban s.p.",6855954000,poslovnega subjekta,2017-12-13,,0,2017,
10867,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,"e-Con, storitve najema in druge poslovne storitve, Eva Popovič s.p.",6844804000,poslovnega subjekta,2017-12-13,,0,2017,
11566,OBČINA ŽETALE,1357999000,"SEKO, varstvo pred požarom, trgovina in storitve, Nejc Sakelšek s.p.",8109958000,poslovnega subjekta,2017-12-21,,0,2017,
10970,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,"Urarstvo, Stanka Kajfež Kovšca s.p.",8109192000,poslovnega subjekta,2018-01-01,,0,2018,
14539,OBČINA ODRANCI,5874718000,NOGOMETNI KLUB ODRANCI,5130085000,poslovnega subjekta,2018-01-13,,64,2018,
15910,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,"CSG Ultra, spletna trgovina, David Debevec s.p.",8131171000,poslovnega subjekta,2018-01-23,,0,2018,
10953,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,LIOR INVEST naložbe d.o.o.,3520340000,poslovnega subjekta,2018-01-26,,0,2018,
11006,DELOVNO SODIŠČE V MARIBORU,5851009000,"S.ROJKO podjetje za transport, trgovino in storitve d.o.o.",5643325000,poslovnega subjekta,2018-01-26,,0,2018,
10678,OBČINA BENEDIKT,1332139000,"VARNOSTNI SISTEMI, integracija sistemov tehničnega varovanja in druge storitve, d.o.o.",6588247000,poslovnega subjekta,2018-03-15,,0,2018,
10640,UPRAVNO SODIŠČE REPUBLIKE SLOVENIJE,1190989000,"ABYSS elektroinženiring in projektiva, d.o.o., Ljubljana",1123530000,poslovnega subjekta,2018-03-29,,0,2018,
13594,OBČINA KOČEVJE,5874238000,"VRTEC KOČEVJE Cesta na stadion 3, Kočevje",5055717000,poslovnega subjekta,2018-04-01,,360,2018,
15726,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,5022924000,"MAT2STAT, Kristijan Breznik s.p., Dejavnosti za izobraževanje",8192260000,poslovnega subjekta,2018-04-25,,0,2018,
11244,MESTNA OBČINA CELJE,5880360000,"GRAFIKA GRACER, Trgovina na debelo in drobno neživilskih proizvodov d.o.o.",5295866000,poslovnega subjekta,2018-05-01,,2,2018,
11457,OBČINA DOMŽALE,5880513000,"Procurean Angel Investicije, upravljanje alternativnih investicijskih skladov, d.o.o.",8193363000,poslovnega subjekta,2018-05-11,,0,2018,
12715,SPECIALIZIRANO DRŽAVNO TOŽILSTVO REPUBLIKE SLOVENIJE,2399318000,ETILK sponzoriranje kulture in športa d.o.o.,8210381000,poslovnega subjekta,2018-05-29,,0,2018,
13916,MESTNA OBČINA KOPER,5874424000,ZDRAVSTVENI DOM KOPER CASA DELLA SANITA CAPODISTRIA,5728231000,poslovnega subjekta,2018-06-11,,233,2018,
15688,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,5022924000,"VEDA NEPREMIČNINE, posredovanje in prodaja nepremičnin, d.o.o.",6940889000,poslovnega subjekta,2018-06-22,,0,2018,
15685,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,5022924000,"PIPERIS, gostinstvo in storitve, d.o.o.",3703177000,poslovnega subjekta,2018-06-22,,0,2018,
15658,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,5022924000,"NDP TOZD, zavod za trajnostno družbeno gospodarstvo, socialno podjetje",8033129000,poslovnega subjekta,2018-06-22,,0,2018,
15670,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,5022924000,"Podjetniško in poslovno svetovanje, Mojca Lenart s.p.",6594972000,poslovnega subjekta,2018-06-22,,0,2018,
15677,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,5022924000,SEP sončna elektrarna URŠKA PODKRAJŠEK s.p.,6176135000,poslovnega subjekta,2018-06-22,,0,2018,
15689,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,5022924000,"PERGOLA KLUB OBALA, gostinstvo in storitve d.o.o.",7273843000,poslovnega subjekta,2018-06-22,,0,2018,
15715,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,5022924000,"Matjaž Horvat, s.p., oddajanje zasebnih sob gostom in druge storitve",6816118000,poslovnega subjekta,2018-06-22,,0,2018,
15712,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,5022924000,"Podvodna dela, Valter Žiža s.p.",7117892000,poslovnega subjekta,2018-06-22,,0,2018,
15713,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,5022924000,INŠTITUT DR. JANEZA EVANGELISTA KREKA,3666271000,poslovnega subjekta,2018-06-22,,0,2018,
15684,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,5022924000,"KSENE, posredovanje in svetovanje d.o.o.",3393330000,poslovnega subjekta,2018-06-22,,0,2018,
15725,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,5022924000,"HMEZAD TRGOVINA ŽALEC d.o.o., nespecializirana trgovina na debelo z živili, pijačami in tobačnimi izdelki",5625793000,poslovnega subjekta,2018-06-22,,0,2018,
15687,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,5022924000,"PROJEKT PLAŽA, restavracije in gostilne, d.o.o.",6011322000,poslovnega subjekta,2018-06-22,,0,2018,
15714,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,5022924000,"VEVEVE, informacijske storitve in grafično oblikovanje, Miha Horvat s.p.",3987604000,poslovnega subjekta,2018-06-22,,0,2018,
15959,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,HUMANITARNO DRUŠTVO LIONS KLUB LJUBLJANA TIVOLI,5751551000,poslovnega subjekta,2018-07-01,,0,2018,
14835,OKROŽNO SODIŠČE V KRŠKEM,5877946000,"VODA projekt projektiranje, svetovanje, inženiring, Andrej Sotelšek s.p.",8233381000,poslovnega subjekta,2018-07-01,,0,2018,
15333,SODNI SVET REPUBLIKE SLOVENIJE,5888174000,"Odvetniška pisarna Zakonjšek in Zakonjšek, d.o.o.",6163947000,poslovnega subjekta,2018-07-05,2025-09-27,0,2018,2641.0
10928,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,"ODDAJANJE NEPREMIČNIN, NADA VELOV S.P.",8249482000,poslovnega subjekta,2018-08-01,,0,2018,
10939,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,GRM NOVO MESTO - center biotehnike in turizma,5089107000,poslovnega subjekta,2018-09-01,,0,2018,
12573,OKRAJNO SODIŠČE V LJUBLJANI,2399121000,"NOVA KLJUČAVNICA, izdelava ključev in trgovina, Žiga Golouh s.p.",8263787000,poslovnega subjekta,2018-09-03,,0,2018,
11251,MESTNA OBČINA CELJE,5880360000,"ROGER VIOLINS, trgovina z novimi in rabljenimi instrumenti, Vesna Roger s.p.",8270775000,poslovnega subjekta,2018-09-07,,1,2018,
12752,SLUŽBA VLADE REPUBLIKE SLOVENIJE ZA RAZVOJ IN EVROPSKO KOHEZIJSKO POLITIKO,2482550000,BANDELLI Materiali in tehnologije za gradbeništvo d.o.o.,1535064000,poslovnega subjekta,2018-09-13,,0,2018,
12706,"MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT",2399300000,"Mediaplus Adria, medijsko planiranje in zakup medijev, d.o.o.",8006954000,poslovnega subjekta,2018-09-13,,0,2018,
12754,SLUŽBA VLADE REPUBLIKE SLOVENIJE ZA RAZVOJ IN EVROPSKO KOHEZIJSKO POLITIKO,2482550000,"EUMAT, trgovina z gradbenim materialom d.o.o",3911179000,poslovnega subjekta,2018-09-13,,0,2018,
12753,SLUŽBA VLADE REPUBLIKE SLOVENIJE ZA RAZVOJ IN EVROPSKO KOHEZIJSKO POLITIKO,2482550000,BANDELLI GM Gradbeni materiali d.o.o.,3678571000,poslovnega subjekta,2018-09-13,,0,2018,
12659,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2399253000,"T-FIT, Usposabljanje na področju športa,Tomaž Pivec s.p.",6474110000,poslovnega subjekta,2018-09-14,,0,2018,
12658,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2399253000,"Izobraževalne storitve, Špela Podgoršek s.p.",3737225000,poslovnega subjekta,2018-09-14,,0,2018,
12657,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",2399253000,Kmetijsko gospodarstvo dr. jože podgoršek,,kmetijskega gospodarstva,2018-09-14,,0,2018,
12705,"MINISTRSTVO ZA IZOBRAŽEVANJE, ZNANOST IN ŠPORT",2399300000,"STROJING podjetje za projektiranje, svetovanje,posredovanje zastopanje, servisiranje in trgovino d.o.o.",5385318000,poslovnega subjekta,2018-09-14,,0,2018,
11793,URAD VLADE REPUBLIKE SLOVENIJE ZA SLOVENCE V ZAMEJSTVU IN PO SVETU,1991892000,"HOTEL DIANA, družba za turizem in izvajanje projektov d.o.o. - V STEČAJU",2320088000,poslovnega subjekta,2018-10-01,,0,2018,
11242,MESTNA OBČINA CELJE,5880360000,POKRAJINSKI MUZEJ CELJE,5051819000,poslovnega subjekta,2018-10-05,,283,2018,
13295,OBČINA BOHINJ,5883415000,GBD-FIN finančna družba d.d.,5943086000,poslovnega subjekta,2018-10-18,,0,2018,
15962,OKROŽNO SODIŠČE V LJUBLJANI,5022762000,"POVEM, komunikacijsko in poslovno svetovanje, d.o.o.",8168911000,poslovnega subjekta,2018-10-24,,0,2018,
15660,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,5022924000,"M66, poslovno in varnostno svetovanje, Mirko Šimenko s.p.",8288402000,poslovnega subjekta,2018-10-24,,0,2018,
14887,OKROŽNO SODIŠČE V NOVEM MESTU,5023319000,"BRA-mont, zaključna gradbena dela Boštjan Bradač s.p.",8317801000,poslovnega subjekta,2018-11-15,,0,2018,
14826,OBČINA BREZOVICA,5874971000,"SIMPRO proizvodnja, trgovina in storitve, d.o.o.",1328166000,poslovnega subjekta,2018-11-18,2025-03-26,0,2018,2320.0
14541,OBČINA ODRANCI,5874718000,"FBR-FIN Poslovne in finančne storitve, Branko Ferenčak s.p.",6963196000,poslovnega subjekta,2018-11-18,,0,2018,
11649,OBČINA RIBNICA NA POHORJU,1358324000,"ODDAJANJE APARTMAJEV V NAJEM, BAR SMUČAR, IZTOK HELBEL S.P.",8558213000,poslovnega subjekta,2018-11-18,,2,2018,
11647,OBČINA RIBNICA NA POHORJU,1358324000,Kmetijsko gospodarstvo jerneja helbel,,kmetijskega gospodarstva,2018-11-18,,0,2018,
14066,OBČINA RADEČE,5874491000,"RADEČE PAPIR NOVA proizvodnja, trgovina in storitve, d.o.o.",6517897000,poslovnega subjekta,2018-11-18,,1,2018,
11503,OBČINA TABOR,1357727000,"FARMA Veterinarska ambulanta, d.o.o.",5929261000,poslovnega subjekta,2018-11-20,,5,2018,
10875,DRŽAVNI SVET REPUBLIKE SLOVENIJE,5648122000,"SINDIKAT VZGOJE, IZOBRAŽEVANJA, ZNANOSTI IN KULTURE SLOVENIJE",5322553000,poslovnega subjekta,2018-11-20,,0,2018,
15329,OBČINA DOBREPOLJE,5886252000,"Prepovedan sad, raziskave in razvoj v naravoslovju in tehniki, d.o.o.",6935613000,poslovnega subjekta,2018-11-20,,0,2018,
13677,OBČINA KRANJSKA GORA,5874327000,"AdV, trgovina in turizem, d.o.o.",3663655000,poslovnega subjekta,2018-11-21,,9,2018,
12649,OBČINA MIRNA,2399164000,"ASMONT, MONTAŽA IN STORITVE S STROJI ALEŠ STARIČ S.P.",3111466000,poslovnega subjekta,2018-11-23,,0,2018,
12650,OBČINA MIRNA,2399164000,Kmetijsko gospodarstvo MIRT ANTON,,kmetijskega gospodarstva,2018-11-23,,0,2018,
14289,OBČINA VODICE,5874637000,Tesarstvo Kralj d.o.o.,5833582000,poslovnega subjekta,2018-11-27,,2,2018,
14290,OBČINA VODICE,5874637000,"PREVOZNE STORITVE, RUDI KOPAČ S.P.",3670252000,poslovnega subjekta,2018-11-27,,0,2018,
14285,OBČINA VODICE,5874637000,""" KLJUČAVNIČARSTVO "",SERVISIRANJE IN MONTAŽA MIRAN VERTAČNIK S.P.",1225901000,poslovnega subjekta,2018-11-27,,0,2018,
10668,OBČINA JEZERSKO,1332112000,POLONA VIRNIK KARNIČAR - NOSILKA DOPOLNILNE DEJAVNOSTI NA KMETIJI,2404770000,poslovnega subjekta,2018-11-28,,0,2018,
11336,OBČINA VOJNIK,5880386000,AVTOSTORITVE ČEPIN JANKO ČEPIN S.P.,5516670000,poslovnega subjekta,2018-11-29,,0,2018,
11335,OBČINA VOJNIK,5880386000,"DVOREC LANOVŽ, specialistična klinika, d.o.o.",7282923000,poslovnega subjekta,2018-11-29,,0,2018,
11334,OBČINA VOJNIK,5880386000,"FIVIA, podjetje za distribucijo, produkcijo, intelektualne storitve in trgovino, d.o.o.",5836417000,poslovnega subjekta,2018-11-29,,0,2018,
11333,OBČINA VOJNIK,5880386000,"CENEX, trgovina in posredovanje, d.o.o.",5579104000,poslovnega subjekta,2018-11-29,,0,2018,
11331,OBČINA VOJNIK,5880386000,"FILTRAGO, Gregor Oblak prodaja in posredovanje, s.p.",8214751000,poslovnega subjekta,2018-11-29,,2,2018,
10672,OBČINA JEZERSKO,1332112000,GEODETSKE STORITVE IN TEHNIČNO SVETOVANJE DEJAN KAVAŠ S.P.,6396798000,poslovnega subjekta,2018-11-29,,0,2018,
11326,OBČINA VOJNIK,5880386000,Kmetijsko gospodarstvo sAMO kUNEJ ,,kmetijskega gospodarstva,2018-11-29,,0,2018,
10674,OBČINA JEZERSKO,1332112000,"GRAFIČNO OBLIKOVANJE IN FOTOGRAFIJA, PRIMOŽ ŠENK S.P.",8269378000,poslovnega subjekta,2018-11-29,,37,2018,
11295,OBČINA VOJNIK,5880386000,"KMETIJSKA ZADRUGA CELJE, Z.O.O.",5158591000,poslovnega subjekta,2018-11-29,,11,2018,
11328,OBČINA VOJNIK,5880386000,"EPPS Elektronsko pismo Pošte Slovenije, d.o.o.",1339095000,poslovnega subjekta,2018-11-29,,0,2018,
11337,OBČINA VOJNIK,5880386000,ČEPIN trgovina in storitve d.o.o.,5869021000,poslovnega subjekta,2018-11-29,,0,2018,
11290,OBČINA VOJNIK,5880386000,KULTURNO UMETNIŠKO DRUŠTVO GODBA NA PIHALA NOVA CERKEV,1186540000,poslovnega subjekta,2018-11-29,,20,2018,
11589,Občina Sveti Andraž v Slovenskih goricah,1358103000,"LEPA TRATA, urejanje okolice, Jani Druzovič s.p.",7031726000,poslovnega subjekta,2018-11-29,,0,2018,
11593,Občina Sveti Andraž v Slovenskih goricah,1358103000,Kmetijsko gospodarstvo ČUČEK STANISLAV,,kmetijskega gospodarstva,2018-11-29,,0,2018,
11594,Občina Sveti Andraž v Slovenskih goricah,1358103000,"Lepotni studio Melita, Melita Zelenik s.p.",6895964000,poslovnega subjekta,2018-11-29,,0,2018,
11597,Občina Sveti Andraž v Slovenskih goricah,1358103000,"Andrej Vršič s.p., frizerski salon Timmi in druge storitve",6695957000,poslovnega subjekta,2018-11-29,,0,2018,
10669,OBČINA JEZERSKO,1332112000,"Športne dejavnosti, Gašper Karničar s.p.",7033052000,poslovnega subjekta,2018-11-29,,1,2018,
10670,OBČINA JEZERSKO,1332112000,"DOM SISTEMI družba za upravljanje, inženiring in poslovno svetovanje, d.o.o.",1972758000,poslovnega subjekta,2018-11-29,,3,2018,
10671,OBČINA JEZERSKO,1332112000,"SIND TRGOVINA, tehnično svetovanje in trgovina, d.o.o.",3361543000,poslovnega subjekta,2018-11-29,,2,2018,
11291,OBČINA VOJNIK,5880386000,PROSTOVOLJNO GASILSKO DRUŠTVO NOVA CERKEV,5097746000,poslovnega subjekta,2018-11-29,,53,2018,
11292,OBČINA VOJNIK,5880386000,PROSVETNO DRUŠTVO ANTON BEZENŠEK FRANKOLOVO,5139236000,poslovnega subjekta,2018-11-29,,22,2018,
11294,OBČINA VOJNIK,5880386000,Kmetijsko gospodarstvo MARJAN KOVAČ,,kmetijskega gospodarstva,2018-11-29,,0,2018,
11588,Občina Sveti Andraž v Slovenskih goricah,1358103000,MARTA DRUZOVIČ - NOSILKA DOPOLNILNE DEJAVNOSTI NA KMETIJI,2207079000,poslovnega subjekta,2018-11-29,,0,2018,
10740,OBČINA KOMENDA,1332155000,FRANC PETRIČ - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI,2455579000,poslovnega subjekta,2018-11-30,,3,2018,
10745,OBČINA KOMENDA,1332155000,"TESKRO, gradbeništvo ter obdelava in predelava lesa, d.o.o.",1919938000,poslovnega subjekta,2018-11-30,,0,2018,
10741,OBČINA KOMENDA,1332155000,"CENTER AG podjetje za proizvodnjo, trgovino, storitve in gostinstvo, d.o.o.",5814979000,poslovnega subjekta,2018-11-30,,11,2018,
10735,OBČINA KOMENDA,1332155000,UTRDBA spletne rešitve d.o.o.,2253119000,poslovnega subjekta,2018-11-30,,0,2018,
11504,OBČINA TABOR,1357727000,"Servis in trgovina za molzne naprave, Tadej Lukman s.p.",8253099000,poslovnega subjekta,2018-11-30,,2,2018,
11476,OBČINA PREVALJE,1357719000,"SENTERA, informacijske tehnologije, d.o.o.",6640257000,poslovnega subjekta,2018-11-30,,0,2018,
14950,OBČINA PODČETRTEK,5883997000,"FRIZERSTVO IN PEDIKERSTVO ""PRI NADI"" ANJA KODRIN S.P.",1895915000,poslovnega subjekta,2018-11-30,,0,2018,
10709,OBČINA KOMENDA,1332155000,"STREHA SODNIK, kleparska in krovska dela, d.o.o.",3500276000,poslovnega subjekta,2018-11-30,,3,2018,
10708,OBČINA KOMENDA,1332155000,PLANINSKO DRUŠTVO KOMENDA,1172395000,poslovnega subjekta,2018-11-30,,28,2018,
10719,OBČINA KOMENDA,1332155000,"KLIAL, TRGOVINA NA DEBELO, ROMAN KONCILIJA, S.P.",1485407000,poslovnega subjekta,2018-11-30,,0,2018,
10743,OBČINA KOMENDA,1332155000,"MARINKO IN PARTNERJI računovodske storitve, d.o.o.",1314246000,poslovnega subjekta,2018-11-30,,0,2018,
10742,OBČINA KOMENDA,1332155000,GASILSKA ZVEZA KOMENDA,1172344000,poslovnega subjekta,2018-11-30,,49,2018,
11501,OBČINA TABOR,1357727000,"SUPLEKS, trgovina in storitve, d.o.o.",6570992000,poslovnega subjekta,2018-11-30,,0,2018,
10737,OBČINA KOMENDA,1332155000,Zavod Medgeneracijsko središče Komenda,2343347000,poslovnega subjekta,2018-11-30,,174,2018,
10746,OBČINA KOMENDA,1332155000,TESARSTVO IN KROVSTVO ŠTEBE IGOR S.P.,5544374000,poslovnega subjekta,2018-11-30,,0,2018,
10739,OBČINA KOMENDA,1332155000,"BAUHAUS TRGOVSKO PODJETJE D.O.O., K.D.",5873002000,poslovnega subjekta,2018-11-30,,1,2018,
10738,OBČINA KOMENDA,1332155000,USTANOVA PETRA PAVLA GLAVARJA,1504851000,poslovnega subjekta,2018-11-30,,17,2018,
11487,OBČINA PREVALJE,1357719000,PA-RO trgovina na debelo s kovinskimi proizvodi d.o.o.,6988571000,poslovnega subjekta,2018-11-30,,0,2018,
11486,OBČINA PREVALJE,1357719000,CO CARINTIA podjetje za turizem in gostinstvo d.o.o.,5518199000,poslovnega subjekta,2018-11-30,,0,2018,
11485,OBČINA PREVALJE,1357719000,KAJŽAR podjetje za poslovanje z nepremičninami d.o.o.,5494303000,poslovnega subjekta,2018-11-30,,1,2018,
11484,OBČINA PREVALJE,1357719000,ELEKTROINŠTALACIJE DANILO VAVH S.P.,1746952000,poslovnega subjekta,2018-11-30,,1,2018,
11482,OBČINA PREVALJE,1357719000,"GoSMIT R&D, družba za svetovanje in razvoj naprednih programskih rešitev, d.o.o.",7289154000,poslovnega subjekta,2018-11-30,,0,2018,
11483,OBČINA PREVALJE,1357719000,"Gostinske dejavnosti, David Kavtičnik, s.p.",7148321000,poslovnega subjekta,2018-11-30,,0,2018,
11480,OBČINA PREVALJE,1357719000,"PROGRAMSKE IN SPLETNE STORITVE, SI-TEAM CREATIONS, BOŠTJAN GORENŠEK S.P.",1927825000,poslovnega subjekta,2018-11-30,,0,2018,
11479,OBČINA PREVALJE,1357719000,"ŠIVILJSTVO IN MODNO SVETOVANJE, MARTINA BACKOVIĆ S.P.",3599124000,poslovnega subjekta,2018-11-30,,0,2018,
11478,OBČINA PREVALJE,1357719000,"BOKADENT, šiviljstvo in modno svetovanje d.o.o.",2020602000,poslovnega subjekta,2018-11-30,,5,2018,
11477,OBČINA PREVALJE,1357719000,PICERIJA RESTAVRACIJA ŠKUFCA RAFAEL S.P.,5350647000,poslovnega subjekta,2018-11-30,,0,2018,
10731,OBČINA KOMENDA,1332155000,"PULZAR podjetje za trgovino in storitve, d.o.o., Komenda, Sadarjeva 21",5659809000,poslovnega subjekta,2018-11-30,,0,2018,
11481,OBČINA PREVALJE,1357719000,"URUG INTERACTIV3, digitalni mediji, d.o.o.",6779735000,poslovnega subjekta,2018-11-30,,0,2018,
15853,OBČINA HRASTNIK,5880181000,"Jezikovna zadruga Soglasnik z. o. o., so. p.",6578942000,poslovnega subjekta,2018-12-02,,0,2018,
15233,OBČINA ŠMARTNO OB PAKI,5884276000,"ROGEL - METAL, Proizvodno, trgovsko podjetje, d.o.o.",5812810000,poslovnega subjekta,2018-12-03,,0,2018,
13681,OBČINA RAVNE NA KOROŠKEM,5883628000,Zavod za svetovanje in organizacijo MAKSIZA,3894932000,poslovnega subjekta,2018-12-03,,0,2018,
13582,OBČINA RAVNE NA KOROŠKEM,5883628000,"ZAVOD ZA KULTURO, ŠPORT, TURIZEM IN MLADINSKE DEJAVNOSTI RAVNE NA KOROŠKEM",6078460000,poslovnega subjekta,2018-12-03,,1327,2018,
